date,district_id,state,new_student_cases,cumulative_student_cases,new_staff_cases,cumulative_staff_cases,new_unspecified_cases,cumulative_unspecified_cases,source,district_name,latitude,longitude,county_name,street_address,city,zip_code,phone,student_count,teacher_count,school_count
2020-10-12,4834470,TX,,3,,5,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PEARSALL ISD,28.898679,-99.083504,Frio County,318 BERRY RANCH RD,PEARSALL,78061,(830)334-8001,2144,147.49,5
2020-10-01,4834500,TX,,0,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PEASTER ISD,32.79027,-97.81069,Parker County,P O BOX 129,PEASTER,76485,(817)341-5000,1228,116.29,3
2020-10-22,4834500,TX,,1,,0,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PEASTER ISD,32.79027,-97.81069,Parker County,P O BOX 129,PEASTER,76485,(817)341-5000,1228,116.29,3
2020-10-01,4834550,TX,,12,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PECOS-BARSTOW-TOYAH ISD,31.42049,-103.495345,Reeves County,P O BOX 869,PECOS,79772,(432)447-7201,2797,176.66,5
2020-10-12,4834550,TX,,14,,4,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PECOS-BARSTOW-TOYAH ISD,31.42049,-103.495345,Reeves County,P O BOX 869,PECOS,79772,(432)447-7201,2797,176.66,5
2020-10-22,4834550,TX,,11,,5,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PECOS-BARSTOW-TOYAH ISD,31.42049,-103.495345,Reeves County,P O BOX 869,PECOS,79772,(432)447-7201,2797,176.66,5
2020-10-01,4834560,TX,,0,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PENELOPE ISD,31.862724,-96.927735,Hill County,P O BOX 68,PENELOPE,76676,(254)533-2215,201,20.45,1
2020-10-22,4834560,TX,,1,,1,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PENELOPE ISD,31.862724,-96.927735,Hill County,P O BOX 68,PENELOPE,76676,(254)533-2215,201,20.45,1
2020-10-01,4834630,TX,,0,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PERRIN-WHITT CISD,33.035516,-98.069353,Jack County,216 N BENSON,PERRIN,76486,(940)798-3718,334,28.87,2
2020-10-22,4834630,TX,,1,,1,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PERRIN-WHITT CISD,33.035516,-98.069353,Jack County,216 N BENSON,PERRIN,76486,(940)798-3718,334,28.87,2
2020-10-01,4834650,TX,,7,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PERRYTON ISD,36.37349,-100.80833,Ochiltree County,P O BOX 1048,PERRYTON,79070,(806)435-5478,2238,185.79,6
2020-10-12,4834650,TX,,30,,20,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PERRYTON ISD,36.37349,-100.80833,Ochiltree County,P O BOX 1048,PERRYTON,79070,(806)435-5478,2238,185.79,6
2020-10-01,4834680,TX,,0,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PETERSBURG ISD,33.86764,-101.59787,Hale County,P O BOX 160,PETERSBURG,79250,(806)667-3585,293,26.04,1
2020-10-22,4834680,TX,,34,,14,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PETERSBURG ISD,33.86764,-101.59787,Hale County,P O BOX 160,PETERSBURG,79250,(806)667-3585,293,26.04,1
2020-10-01,4834710,TX,,1,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PETROLIA CISD,34.04818,-98.28172,Clay County,P O BOX 176,PETROLIA,76377,(940)524-3555,450,45.75,2
2020-10-12,4834710,TX,,1,,0,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PETROLIA CISD,34.04818,-98.28172,Clay County,P O BOX 176,PETROLIA,76377,(940)524-3555,450,45.75,2
2020-10-22,4834710,TX,,0,,2,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PETROLIA CISD,34.04818,-98.28172,Clay County,P O BOX 176,PETROLIA,76377,(940)524-3555,450,45.75,2
2020-10-01,4834770,TX,,0,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PETTUS ISD,28.61786,-97.803005,Bee County,P O BOX D,PETTUS,78146,(361)375-2296,420,40.47,2
2020-10-12,4834770,TX,,2,,0,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PETTUS ISD,28.61786,-97.803005,Bee County,P O BOX D,PETTUS,78146,(361)375-2296,420,40.47,2
2020-10-22,4834770,TX,,2,,1,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PETTUS ISD,28.61786,-97.803005,Bee County,P O BOX D,PETTUS,78146,(361)375-2296,420,40.47,2
2020-10-01,4834800,TX,,5,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PEWITT CISD,33.17351,-94.7592,Morris County,P O BOX 1106,OMAHA,75571,(903)884-2804,868,70.66,3
2020-10-12,4834800,TX,,5,,4,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PEWITT CISD,33.17351,-94.7592,Morris County,P O BOX 1106,OMAHA,75571,(903)884-2804,868,70.66,3
2020-10-01,4834830,TX,,0,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PFLUGERVILLE ISD,30.447123,-97.636216,Travis County,1401 W PECAN ST,PFLUGERVILLE,78660,(512)594-0000,25405,1819.26,30
2020-10-12,4834830,TX,,14,,13,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PFLUGERVILLE ISD,30.447123,-97.636216,Travis County,1401 W PECAN ST,PFLUGERVILLE,78660,(512)594-0000,25405,1819.26,30
2020-10-22,4834830,TX,,1,,0,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PFLUGERVILLE ISD,30.447123,-97.636216,Travis County,1401 W PECAN ST,PFLUGERVILLE,78660,(512)594-0000,25405,1819.26,30
2020-10-01,4834860,TX,,0,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PHARR-SAN JUAN-ALAMO ISD,26.193065,-98.18208,Hidalgo County,P O BOX 1150,PHARR,78577,(956)354-2000,32682,2148.32,43
2020-10-12,4834860,TX,,3,,35,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PHARR-SAN JUAN-ALAMO ISD,26.193065,-98.18208,Hidalgo County,P O BOX 1150,PHARR,78577,(956)354-2000,32682,2148.32,43
2020-10-01,4834920,TX,,3,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PILOT POINT ISD,33.388927,-96.954523,Denton County,829 S HARRISON ST,PILOT POINT,76258,(940)686-8700,1395,111.13,4
2020-10-12,4834920,TX,,16,,4,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PILOT POINT ISD,33.388927,-96.954523,Denton County,829 S HARRISON ST,PILOT POINT,76258,(940)686-8700,1395,111.13,4
2020-10-22,4834920,TX,,124,,31,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PILOT POINT ISD,33.388927,-96.954523,Denton County,829 S HARRISON ST,PILOT POINT,76258,(940)686-8700,1395,111.13,4
2020-10-01,4834980,TX,,17,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PINE TREE ISD,32.56085,-94.76456,Gregg County,P O BOX 5878,LONGVIEW,75608,(903)295-5000,4500,317.05,8
2020-10-12,4834980,TX,,20,,7,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PINE TREE ISD,32.56085,-94.76456,Gregg County,P O BOX 5878,LONGVIEW,75608,(903)295-5000,4500,317.05,8
2020-10-22,4834980,TX,,7,,25,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PINE TREE ISD,32.56085,-94.76456,Gregg County,P O BOX 5878,LONGVIEW,75608,(903)295-5000,4500,317.05,8
2020-10-01,4835010,TX,,12,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PITTSBURG ISD,32.995316,-94.968775,Camp County,P O BOX 1189,PITTSBURG,75686,(903)856-3628,2356,198.04,5
2020-10-12,4835010,TX,,14,,8,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PITTSBURG ISD,32.995316,-94.968775,Camp County,P O BOX 1189,PITTSBURG,75686,(903)856-3628,2356,198.04,5
2020-10-22,4835010,TX,,7,,6,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PITTSBURG ISD,32.995316,-94.968775,Camp County,P O BOX 1189,PITTSBURG,75686,(903)856-3628,2356,198.04,5
2020-10-01,4835040,TX,,0,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PLAINS ISD,33.140215,-102.956725,Yoakum County,P O BOX 479,PLAINS,79355,(806)456-7401,479,39,3
2020-10-12,4835040,TX,,1,,1,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PLAINS ISD,33.140215,-102.956725,Yoakum County,P O BOX 479,PLAINS,79355,(806)456-7401,479,39,3
2020-10-22,4835040,TX,,5,,3,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PLAINS ISD,33.140215,-102.956725,Yoakum County,P O BOX 479,PLAINS,79355,(806)456-7401,479,39,3
2020-10-01,4835070,TX,,22,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PLAINVIEW ISD,34.18802,-101.7018,Hale County,P O BOX 1540,PLAINVIEW,79073,(806)293-6000,5375,358.9,10
2020-10-12,4835070,TX,,30,,22,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PLAINVIEW ISD,34.18802,-101.7018,Hale County,P O BOX 1540,PLAINVIEW,79073,(806)293-6000,5375,358.9,10
2020-10-22,4835070,TX,,3,,2,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PLAINVIEW ISD,34.18802,-101.7018,Hale County,P O BOX 1540,PLAINVIEW,79073,(806)293-6000,5375,358.9,10
2020-10-01,4835100,TX,,0,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PLANO ISD,33.018521,-96.746135,Collin County,2700 W 15TH,PLANO,75075,(469)752-8100,53057,3906.72,82
2020-10-12,4835100,TX,,102,,37,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PLANO ISD,33.018521,-96.746135,Collin County,2700 W 15TH,PLANO,75075,(469)752-8100,53057,3906.72,82
2020-10-22,4835100,TX,,1,,4,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PLANO ISD,33.018521,-96.746135,Collin County,2700 W 15TH,PLANO,75075,(469)752-8100,53057,3906.72,82
2020-10-01,4835130,TX,,13,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PLEASANT GROVE ISD,33.482403,-94.125888,Bowie County,8500 N KINGS HWY,TEXARKANA,75503,(903)831-4086,2158,164.89,4
2020-10-12,4835130,TX,,21,,5,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PLEASANT GROVE ISD,33.482403,-94.125888,Bowie County,8500 N KINGS HWY,TEXARKANA,75503,(903)831-4086,2158,164.89,4
2020-10-01,4835190,TX,,0,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PLEASANTON ISD,28.966113,-98.49287,Atascosa County,831 STADIUM DR,PLEASANTON,78064,(830)569-1200,3564,229.56,6
2020-10-12,4835190,TX,,2,,5,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PLEASANTON ISD,28.966113,-98.49287,Atascosa County,831 STADIUM DR,PLEASANTON,78064,(830)569-1200,3564,229.56,6
2020-10-01,4835250,TX,,0,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,POINT ISABEL ISD,26.071181,-97.219302,Cameron County,101 PORT RD,PORT ISABEL,78578,(956)943-0005,2352,145.59,5
2020-10-12,4835250,TX,,0,,1,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,POINT ISABEL ISD,26.071181,-97.219302,Cameron County,101 PORT RD,PORT ISABEL,78578,(956)943-0005,2352,145.59,5
2020-10-22,4835250,TX,,0,,6,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,POINT ISABEL ISD,26.071181,-97.219302,Cameron County,101 PORT RD,PORT ISABEL,78578,(956)943-0005,2352,145.59,5
2020-10-01,4835310,TX,,2,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PONDER ISD,33.183531,-97.290341,Denton County,400 W BAILEY ST,PONDER,76259,(940)479-8200,1550,102.37,4
2020-10-12,4835310,TX,,3,,0,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PONDER ISD,33.183531,-97.290341,Denton County,400 W BAILEY ST,PONDER,76259,(940)479-8200,1550,102.37,4
2020-10-01,4835340,TX,,0,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,POOLVILLE ISD,32.971325,-97.862,Parker County,P O BOX 96,POOLVILLE,76487,(817)594-4452,542,48.13,3
2020-10-01,4835370,TX,,0,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PORT ARANSAS ISD,27.830856,-97.060782,Nueces County,100 S STATION ST,PORT ARANSAS,78373,(361)749-1205,501,48.49,3
2020-10-12,4835370,TX,,0,,2,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PORT ARANSAS ISD,27.830856,-97.060782,Nueces County,100 S STATION ST,PORT ARANSAS,78373,(361)749-1205,501,48.49,3
2020-10-01,4835400,TX,,0,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PORT ARTHUR ISD,29.89941,-93.92949,Jefferson County,P O BOX 1388,PORT ARTHUR,77641,(409)989-6244,8319,609.32,15
2020-10-12,4835400,TX,,1,,9,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PORT ARTHUR ISD,29.89941,-93.92949,Jefferson County,P O BOX 1388,PORT ARTHUR,77641,(409)989-6244,8319,609.32,15
2020-10-22,4835400,TX,,4,,14,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PORT ARTHUR ISD,29.89941,-93.92949,Jefferson County,P O BOX 1388,PORT ARTHUR,77641,(409)989-6244,8319,609.32,15
2020-10-01,4835430,TX,,9,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PORT NECHES-GROVES ISD,29.991698,-93.952601,Jefferson County,620 AVE C,PORT NECHES,77651,(409)722-4244,5136,353.43,11
2020-10-12,4835430,TX,,12,,9,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PORT NECHES-GROVES ISD,29.991698,-93.952601,Jefferson County,620 AVE C,PORT NECHES,77651,(409)722-4244,5136,353.43,11
2020-10-22,4835430,TX,,2,,0,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PORT NECHES-GROVES ISD,29.991698,-93.952601,Jefferson County,620 AVE C,PORT NECHES,77651,(409)722-4244,5136,353.43,11
2020-10-01,4835490,TX,,2,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,POST ISD,33.18591,-101.379593,Garza County,501 S AVE K,POST,79356,(806)495-3343,846,81.1,4
2020-10-12,4835490,TX,,2,,3,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,POST ISD,33.18591,-101.379593,Garza County,501 S AVE K,POST,79356,(806)495-3343,846,81.1,4
2020-10-22,4835490,TX,,53,,26,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,POST ISD,33.18591,-101.379593,Garza County,501 S AVE K,POST,79356,(806)495-3343,846,81.1,4
2020-10-01,4835520,TX,,6,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,POTEET ISD,29.04179,-98.57761,Atascosa County,P O BOX 138,POTEET,78065,(830)742-3567,1703,118.5,4
2020-10-12,4835520,TX,,6,,1,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,POTEET ISD,29.04179,-98.57761,Atascosa County,P O BOX 138,POTEET,78065,(830)742-3567,1703,118.5,4
2020-10-22,4835520,TX,,4,,2,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,POTEET ISD,29.04179,-98.57761,Atascosa County,P O BOX 138,POTEET,78065,(830)742-3567,1703,118.5,4
2020-10-01,4835550,TX,,1,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,POTH ISD,28.928444,-98.147836,Wilson County,P O BOX 250,POTH,78147,(830)484-3330,841,68.08,4
2020-10-12,4835550,TX,,1,,1,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,POTH ISD,28.928444,-98.147836,Wilson County,P O BOX 250,POTH,78147,(830)484-3330,841,68.08,4
2020-10-22,4835550,TX,,0,,1,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,POTH ISD,28.928444,-98.147836,Wilson County,P O BOX 250,POTH,78147,(830)484-3330,841,68.08,4
2020-10-01,4835560,TX,,5,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,HIGHLAND PARK ISD,35.188565,-101.81719,Potter County,P O BOX 30430,AMARILLO,79120,(806)335-2823,864,66.29,3
2020-10-22,4835560,TX,,6,,5,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,HIGHLAND PARK ISD,35.188565,-101.81719,Potter County,P O BOX 30430,AMARILLO,79120,(806)335-2823,864,66.29,3
2020-10-01,4835570,TX,0,3,1,2,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,BUSHLAND ISD,35.19069,-102.06145,Potter County,P O BOX 60,BUSHLAND,79012,(806)359-6683,1427,120.51,3
2020-10-12,4835570,TX,,3,,5,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,BUSHLAND ISD,35.19069,-102.06145,Potter County,P O BOX 60,BUSHLAND,79012,(806)359-6683,1427,120.51,3
2020-10-22,4835570,TX,,5,,6,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,BUSHLAND ISD,35.19069,-102.06145,Potter County,P O BOX 60,BUSHLAND,79012,(806)359-6683,1427,120.51,3
2020-10-01,4835580,TX,,14,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,POTTSBORO ISD,33.850575,-96.67431,Grayson County,P O BOX 555,POTTSBORO,75076,(903)771-0083,1424,96.26,3
2020-10-12,4835580,TX,,14,,5,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,POTTSBORO ISD,33.850575,-96.67431,Grayson County,P O BOX 555,POTTSBORO,75076,(903)771-0083,1424,96.26,3
2020-10-01,4835700,TX,,0,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PRAIRIE LEA ISD,29.732035,-97.753425,Caldwell County,P O BOX 9,PRAIRIE LEA,78661,(512)488-2370,216,16.63,1
2020-10-22,4835700,TX,,0,,3,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PRAIRIE LEA ISD,29.732035,-97.753425,Caldwell County,P O BOX 9,PRAIRIE LEA,78661,(512)488-2370,216,16.63,1
2020-10-01,4835730,TX,,1,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PRAIRIE VALLEY ISD,33.892109,-97.722486,Montague County,12920 FM 103,NOCONA,76255,(940)825-4425,167,15.89,2
2020-10-12,4835730,TX,,1,,0,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PRAIRIE VALLEY ISD,33.892109,-97.722486,Montague County,12920 FM 103,NOCONA,76255,(940)825-4425,167,15.89,2
2020-10-22,4835730,TX,,3,,0,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PRAIRIE VALLEY ISD,33.892109,-97.722486,Montague County,12920 FM 103,NOCONA,76255,(940)825-4425,167,15.89,2
2020-10-01,4835740,TX,,6,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PRAIRILAND ISD,33.5737,-95.390831,Lamar County,466 FM 196 S,PATTONVILLE,75468,(903)652-6476,1146,87.41,4
2020-10-12,4835740,TX,,6,,5,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PRAIRILAND ISD,33.5737,-95.390831,Lamar County,466 FM 196 S,PATTONVILLE,75468,(903)652-6476,1146,87.41,4
2020-10-22,4835740,TX,,8,,0,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PRAIRILAND ISD,33.5737,-95.390831,Lamar County,466 FM 196 S,PATTONVILLE,75468,(903)652-6476,1146,87.41,4
2020-10-01,4835760,TX,,0,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PREMONT ISD,27.360085,-98.124685,Jim Wells County,P O BOX 530,PREMONT,78375,(361)348-3915,617,42.78,2
2020-10-12,4835760,TX,,0,,1,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PREMONT ISD,27.360085,-98.124685,Jim Wells County,P O BOX 530,PREMONT,78375,(361)348-3915,617,42.78,2
2020-10-01,4835800,TX,,1,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PRESIDIO ISD,29.56122,-104.36268,Presidio County,P O BOX 1401,PRESIDIO,79845,(432)229-3275,1188,95.91,3
2020-10-12,4835800,TX,,1,,0,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PRESIDIO ISD,29.56122,-104.36268,Presidio County,P O BOX 1401,PRESIDIO,79845,(432)229-3275,1188,95.91,3
2020-10-22,4835800,TX,,106,,49,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PRESIDIO ISD,29.56122,-104.36268,Presidio County,P O BOX 1401,PRESIDIO,79845,(432)229-3275,1188,95.91,3
2020-10-01,4835820,TX,,0,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PRIDDY ISD,31.59741,-98.544725,Mills County,P O BOX 40,PRIDDY,76870,(325)966-3323,101,13.85,1
2020-10-01,4835850,TX,,15,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PRINCETON ISD,33.177811,-96.491685,Collin County,321 PANTHER PKWY,PRINCETON,75407,(469)952-5400,4887,306.67,11
2020-10-12,4835850,TX,,19,,9,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PRINCETON ISD,33.177811,-96.491685,Collin County,321 PANTHER PKWY,PRINCETON,75407,(469)952-5400,4887,306.67,11
2020-10-22,4835850,TX,,0,,1,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PRINCETON ISD,33.177811,-96.491685,Collin County,321 PANTHER PKWY,PRINCETON,75407,(469)952-5400,4887,306.67,11
2020-10-01,4835890,TX,,0,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PRINGLE-MORSE CISD,35.9654,-101.522605,Hansford County,P O BOX 109,MORSE,79062,(806)733-2507,121,12.54,1
2020-10-12,4835890,TX,,0,,1,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PRINGLE-MORSE CISD,35.9654,-101.522605,Hansford County,P O BOX 109,MORSE,79062,(806)733-2507,121,12.54,1
2020-10-22,4835890,TX,,7,,1,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PRINGLE-MORSE CISD,35.9654,-101.522605,Hansford County,P O BOX 109,MORSE,79062,(806)733-2507,121,12.54,1
2020-10-01,4835910,TX,,0,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PROGRESO ISD,26.087003,-97.956674,Hidalgo County,P O BOX 610,PROGRESO,78579,(956)565-3002,1756,142.3,5
2020-10-04,4836000,TX,46,89,10,12,,,https://www.prosper-isd.net/domain/5970,PROSPER ISD,33.242471,-96.799928,Collin County,605 E 7TH ST,PROSPER,75078,(469)219-2000,14348,905.39,16
2020-10-17,4836000,TX,24,106,7,27,,,https://www.prosper-isd.net/domain/5970,PROSPER ISD,33.242471,-96.799928,Collin County,605 E 7TH ST,PROSPER,75078,(469)219-2000,14348,905.39,16
2020-10-22,4836000,TX,,0,,4,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,PROSPER ISD,33.242471,-96.799928,Collin County,605 E 7TH ST,PROSPER,75078,(469)219-2000,14348,905.39,16
2020-10-01,4836180,TX,,0,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,QUANAH ISD,34.29262,-99.74325,Hardeman County,P O BOX 150,QUANAH,79252,(940)663-2281,500,52.61,3
2020-10-12,4836180,TX,,7,,25,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,QUANAH ISD,34.29262,-99.74325,Hardeman County,P O BOX 150,QUANAH,79252,(940)663-2281,500,52.61,3
2020-10-22,4836180,TX,,1,,4,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,QUANAH ISD,34.29262,-99.74325,Hardeman County,P O BOX 150,QUANAH,79252,(940)663-2281,500,52.61,3
2020-10-01,4836210,TX,,9,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,QUEEN CITY ISD,33.148755,-94.14687,Cass County,P O BOX 128,QUEEN CITY,75572,(903)796-8256,1074,85.27,3
2020-10-12,4836210,TX,,15,,23,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,QUEEN CITY ISD,33.148755,-94.14687,Cass County,P O BOX 128,QUEEN CITY,75572,(903)796-8256,1074,85.27,3
2020-10-22,4836210,TX,,1,,1,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,QUEEN CITY ISD,33.148755,-94.14687,Cass County,P O BOX 128,QUEEN CITY,75572,(903)796-8256,1074,85.27,3
2020-10-01,4836240,TX,,6,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,QUINLAN ISD,32.909303,-96.130488,Hunt County,401 E RICHMOND,QUINLAN,75474,(903)356-1200,2694,178.41,4
2020-10-12,4836240,TX,,7,,4,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,QUINLAN ISD,32.909303,-96.130488,Hunt County,401 E RICHMOND,QUINLAN,75474,(903)356-1200,2694,178.41,4
2020-10-01,4836300,TX,,1,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,QUITMAN ISD,32.795956,-95.421248,Wood County,1201 E GOODE ST,QUITMAN,75783,(903)763-5000,1130,84.65,3
2020-10-12,4836300,TX,,3,,3,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,QUITMAN ISD,32.795956,-95.421248,Wood County,1201 E GOODE ST,QUITMAN,75783,(903)763-5000,1130,84.65,3
2020-10-22,4836300,TX,,7,,5,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,QUITMAN ISD,32.795956,-95.421248,Wood County,1201 E GOODE ST,QUITMAN,75783,(903)763-5000,1130,84.65,3
2020-10-01,4836360,TX,,1,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,RAINS ISD,32.8762,-95.767155,Rains County,P O BOX 247,EMORY,75440,(903)473-2222,1722,129.81,4
2020-10-12,4836360,TX,,3,,2,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,RAINS ISD,32.8762,-95.767155,Rains County,P O BOX 247,EMORY,75440,(903)473-2222,1722,129.81,4
2020-10-01,4836390,TX,,0,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,RALLS ISD,33.674311,-101.380819,Crosby County,1082 4TH ST,RALLS,79357,(806)253-2500,519,53.87,4
2020-10-12,4836390,TX,,0,,1,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,RALLS ISD,33.674311,-101.380819,Crosby County,1082 4TH ST,RALLS,79357,(806)253-2500,519,53.87,4
2020-10-22,4836390,TX,,1,,0,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,RALLS ISD,33.674311,-101.380819,Crosby County,1082 4TH ST,RALLS,79357,(806)253-2500,519,53.87,4
2020-10-01,4836420,TX,,0,,,,,https://dshs.texas.gov/coronavirus/schools/texas-education-agency/,RAMIREZ CSD,27.346136,-98.411917,Duval County,10492 SCHOOL ST,REALITOS,78376,(361)539-4343,27,2.8,1
